PROD_NBR,PROD_DESC,Product Group
83786470905,ACETAMINOPHEN PM 500MG CAPLETS 50CT,10001100111
30536100836,ASPIRIN 81MG CHEW TAB 36CT,10001100111
30067204591,EXCEDRIN TENSION HEADACHE CAPLET 100CT,10001100111
30067204524,EXCEDRIN TENSION HEADACHE CAPLET 24CT,10001100111
35167221152,FEVERALL ACETAMINOPHEN 120MG SUP 6CT,10001100111
35167221162,FEVERALL ACETAMINOPHEN 325MG SUP 6CT,10001100111
35167221142,FEVERALL ACETAMINOPHEN 80MG SUP 6CT,10001100111
8770142707,GNP APAP 500MG FAST RELSE CAPLET 24CT,10001100111
42037103668,GOODYS HEADACHE POWDER X/STR 50CT,10001100111
30113048478,GS APAP 500MG CAPLET/TYLENOL 100 JDEOBS,10001100111
30113048462,GS APAP 500MG CAPLET/TYLENOL 24 JDEOBS,10001100111
30113048471,GS APAP 500MG CAPLET/TYLENOL 50 JDEOBS,10001100111
7003013184,PAIN RELIEF PM XTRA ST CPL 50,10001100111
37513790492,PERCOGESIC TABLET 24CT,10001100111
37513700493,PERCOGESIC TABLET 50CT,10001100111
37513700495,PERCOGESIC TABLET 90CT,10001100111
37513700497,PERCOGESIC XTRA STRENGTH CAPLET 40CT,10001100111
30045083837,TYLENOL 8HR ARTHRITIS 650MG CAP 225CT,10001100111
30045029721,TYLENOL 8HR MUSCLE PAIN 650MG CAP 100CT,10001100111
30045029727,TYLENOL 8HR MUSCLE PAIN 650MG CAP 24CT,10001100111
30045083821,TYLENOL ARTHRITIS 8HR CAPLET 100CT,10001100111
30045083824,TYLENOL ARTHRITIS 8HR CAPLET 24CT,10001100111
30045044923,TYLENOL E/S CAPL,10001100111
30045044909,TYLENOL EXTRA STR CAPLET 100CT,10001100111
30045044905,TYLENOL EXTRA STR CAPLET 24CT,10001100111
30045044910,TYLENOL EXTRA STR DISPLAY PACK 50X2CT,10001100111
30045044915,TYLENOL EXTRA STR VIAL CAPLET 12X10CT,10001100111
30045048720,TYLENOL LIQUID GELS REG STRENGTH 20CT,10001100111
30045048790,TYLENOL LIQUID GELS REG STRENGTH 90CT,10001100111
30045049660,TYLENOL REGULAR STR TABLET 100CT,10001100111
30045044427,TYLENOL X/S CPL 225,10001100111
30045044902,TYLENOL X/STR CAPLET  10 VL,10001100111
30696907804,CYCLEASE FOR MENSTRUAL CRAMPS 60 TABS,10001100112
31284302471,MIDOL COMPLETE CAPLET 16CT,10001100112
31284315859,MIDOL COMPLETE CAPLET 24CT,10001100112
31284355519,MIDOL COMPLETE CAPLET 40CT,10001100112
31284317253,MIDOL COMPLETE GELCAP 24CT,10001100112
31284354335,MIDOL EXTENDED RELIEF CAPLET 20CT,10001100112
31284353711,MIDOL PM CAPLET 20CT,10001100112
31284316673,MIDOL TEEN MAX STRENGTH CAPLET 24CT,10001100112
4116730065,PAMPRIN MAX TABLET 24CT,10001100112
4116730012,PAMPRIN MULTI SYMPTOM CAPLET 20CT,10001100112
4116730014,PAMPRIN MULTI SYMPTOM CAPLET 40CT,10001100112
4116731023,PREMSYN PMS CAPLET 40CT,10001100112
30573016034,ADVIL CAPLET BONUS 50+50CT,10001100113
36373620045,ANACIN TABLET 100CT,10001100113
36373620065,ANACIN TABLET 300CT,10001100113
36373620025,ANACIN TABLET 30CT,10001100113
36373620035,ANACIN TABLET 50CT,10001100113
31186809301,ASPIRIN 325MG NORWICH TABLET 100CT,10001100113
31284310105,BAYER ASP CHEW 36X3 ORNG,10001100113
31284355565,BAYER ASPIRIN CAPLET 325MG 100CT,10001100113
31284355541,BAYER ASPIRIN CAPLET 500MG PLUS 50CT,10001100113
31284351050,BAYER ASPIRIN CAPLET BACK BODY 50CT,10001100113
31284355539,BAYER ASPIRIN CPT 81MG WOMEN 60CT,10001100113
31284306132,BAYER ASPIRIN LO DOSE 81MG TABLET 32CT,10001100113
31284313231,BAYER ASPIRIN LO DOSE CHWTAB CHERRY 36CT,10001100113
31284313105,BAYER ASPIRIN LO DOSE CHWTAB ORANGE 36CT,10001100113
31284353637,BAYER ASPIRIN LO DOSE REGMN TABLET 120CT,10001100113
31284353640,BAYER ASPIRIN LO DOSE REGMN TABLET 200CT,10001100113
31284353642,BAYER ASPIRIN LO DOSE REGMN TABLET 300CT,10001100113
31284353635,BAYER ASPIRIN TABLET 100CT,10001100113
31284353636,BAYER ASPIRIN TABLET 200CT,10001100113
31284310111,BAYER ASPIRIN TABLET 24CT,10001100113
31284355536,BAYER ASPIRIN TABLET 24CT,10001100113
31284355537,BAYER ASPIRIN TABLET 325MG 50CT,10001100113
31284310117,BAYER ASPIRIN TABLET 50CT,10001100113
31284355540,BAYER ASPIRIN XSTR CPL BACK BODY 100CT,10001100113
31284355854,BAYER ASPIRIN XSTR CPL BACK BODY 24CT,10001100113
31284355507,BAYER EXTRA STR COATED CAPLETS 100CT,10001100113
4203710283,BC ARTHRITIS POWDER 24CT,10001100113
4203710284,BC ARTHRITIS STRENGTH POWDER 50,10001100113
4203710372,BC HEADACHE POWDER 24CT,10001100113
4203710373,BC HEADACHE POWDER 50CT,10001100113
4203710364,BC HEADACHE POWDER 6 PK JDE OBS,10001100113
84964808013,BUFFERIN R/S ASPRIN 325MG TABLET 130 CT,10001100113
4203710379,ECOTRIN 325MG TABLET 125CT,10001100113
4203710312,ECOTRIN 325MG TABLET 300CT,10001100113
4203710427,ECOTRIN 81MG TABLET 150CT,10001100113
34969290376,ECOTRIN 81MG TABLET 150CT,10001100113
42037104276,ECOTRIN 81MG TABLET 150CT,10001100113
4203710313,ECOTRIN 81MG TABLET 365CT,10001100113
4203710375,ECOTRIN 81MG TABLET 45CT,10001100113
34969290375,ECOTRIN 81MG TABLET 45CT,10001100113
4969290377,ECOTRIN REGULAR STRENGTH TABLET 125CT,10001100113
30067200050,EXCEDRIN EXTRA STRENGTH CAPLET 50CT,10001100113
30067202120,EXCEDRIN EXTRA STRENGTH GELTAB 20CT,10001100113
30067203991,EXCEDRIN MIGRAINE CAPLET 100CT,10001100113
30067203992,EXCEDRIN MIGRAINE CAPLET 200CT,10001100113
30067203924,EXCEDRIN MIGRAINE CAPLET 24CT,10001100113
30067029530,EXCEDRIN MILD HEADACHE CAPLET 30CT,10001100113
30067029583,EXCEDRIN MILD HEADCAHE CAPLET 125CT,10001100113
30067205624,EXCEDRIN PM HEADACHE CAPLET 24CT,10001100113
30067200024,EXCEDRIN X/S 24CT,10001100113
30067200091,EXCEDRIN X/S CAPLETS 100CT JDEOBS,10001100113
30067810492,EXCEDRIN X/S CAPLETS 200CT,10001100113
4203710366,GOODYS HEADACHE POWDER X/STR 50CT,10001100113
4203710290,GOODYS POWDER BACK BODY PAIN 24CT,10001100113
4203710298,GOODYS POWDER COOL ORANGE 24CT,10001100113
4203710845,GOODYS POWDER MIXED FRUIT BLAST 24CT,10001100113
4203710365,GOODYS POWDER X/S HEADACHE 24CT,10001100113
4203710367,GOODYS POWDER X/S HEADACHE 24X6CT,10001100113
4203710480,GOODYS X/S HEADACHE CAPLET 24CT,10001100113
34948338724,LOW DOSE ASPRIN VALUPAK 81MG,10001100113
89199300201,MIGRALEX 20 CT,10001100113
66563800002,MOTION EAZE DROP 2.5ML,10001100113
31186809325,NORWICH ASPIRIN 5GR TABLET 250CT,10001100113
81652601014,ST JOSEPH ASPIRIN 325MG TABLET 125CT,10001100113
81652601004,ST JOSEPH ASPIRIN 81MG CHEWABLE 36CT,10001100113
81652601001,ST JOSEPH ASPIRIN 81MG EC TABLET 120CT,10001100113
81652601002,ST JOSEPH ASPIRIN 81MG EC TABLET 200CT,10001100113
81652601000,ST JOSEPH ASPIRIN 81MG EC TABLET 36CT,10001100113
81652601058,ST JOSEPH ASPIRIN 81MG MELTS TAB 30CT,10001100113
81652601059,ST JOSEPH ASPIRIN 81MG MELTS TAB 90CT,10001100113
81652601022,ST. JOSEPH ASPIRIN 81MG EC TAB 365CT,10001100113
4203710362,STANBACK HEADACHE POWDER 50CT,10001100113
85707400180,VANQUISH CAPLETS 100CT,10001100113
35789610101,ACETAMIN 325MG TABLET 100CT GCP,10001100114
35789620110,ACETAMIN 500 MG TAB 1000,10001100114
30573016040,ADVIL CAPLET 100CT,10001100114
30573016151,ADVIL CAPLET 200CT,10001100114
30573016020,ADVIL CAPLET 24CT,10001100114
30573016030,ADVIL CAPLET 50CT,10001100114
30573023230,ADVIL CHILD DYE FREE S/F BERRY SUSP 4OZ,10001100114
30573013420,ADVIL FILM COATED CAPLET 20CT,10001100114
30573013480,ADVIL FILM COATED CAPLET 80CT,10001100114
30573013320,ADVIL FILM COATED TABLET 20CT,10001100114
30573013340,ADVIL FILM COATED TABLET 40CT,10001100114
30573013380,ADVIL FILM COATED TABLET 80CT,10001100114
30573016540,ADVIL GELCAP 100CT,10001100114
30573016651,ADVIL GELCAP 200CT,10001100114
30573016520,ADVIL GELCAP 24CT,10001100114
30573016530,ADVIL GELCAP 50CT,10001100114
30573016989,ADVIL LIQUIGEL 160CT,10001100114
30573016920,ADVIL LIQUIGEL 20CT,10001100114
30573016930,ADVIL LIQUIGEL 40CT,10001100114
30573016940,ADVIL LIQUIGEL 80CT,10001100114
30573016976,ADVIL LIQUI-GELS EZ OPEN CAP 160CT,10001100114
30573014966,ADVIL LIQUI-GELS EZ OPEN TOP 160CT,10001100114
30573016820,ADVIL MIGRAINE LIQUIGEL 20CT,10001100114
30573016830,ADVIL MIGRAINE LIQUIGEL 40CT,10001100114
30573016840,ADVIL MIGRAINE LIQUIGEL 80CT,10001100114
30573019921,ADVIL SINUS CONGESTION AND PAIN TAB 20CT,10001100114
30573015040,ADVIL TABLET 100CT,10001100114
30573015435,ADVIL TABLET 150CT,10001100114
30573015475,ADVIL TABLET 200CT,10001100114
30573015020,ADVIL TABLET 24CT,10001100114
30573015030,ADVIL TABLET 50CT,10001100114
30573015459,ADVIL TABLETS EZ OPEN CAP 200CT,10001100114
32586653647,ALEVE ARTHRITIS CAPLET 100CT,10001100114
32586653646,ALEVE ARTHRITIS GELCAP 40CT,10001100114
32586653590,ALEVE ARTHRITIS LIQ GELS,10001100114
32586653648,ALEVE ARTHRITIS TABLET 200CT,10001100114
32586651256,ALEVE BONUS TAB 100CT +30%,10001100114
32586610506,ALEVE CAPLET 100CT,10001100114
32586600003,ALEVE CAPLET 150CT,10001100114
32586600102,ALEVE CAPLET 200,10001100114
32586610502,ALEVE CAPLET 24CT,10001100114
32586655111,ALEVE CAPLET 270 CT,10001100114
32586610504,ALEVE CAPLET 50CT,10001100114
32586653088,ALEVE CAPLET DISPENSER 48CT,10001100114
32586605420,ALEVE GELCAP 20CT,10001100114
32586605440,ALEVE GELCAP 40CT,10001100114
32586605480,ALEVE GELCAP 80CT,10001100114
32586655834,ALEVE LIQUID GEL 120CT,10001100114
32586652813,ALEVE LIQUID GEL 20CT,10001100114
32586652814,ALEVE LIQUID GEL 40CT,10001100114
32586652812,ALEVE LIQUID GEL 80CT,10001100114
32586656155,ALEVE LIQUID GELS 40S,10001100114
32586610505,ALEVE TABLET 100CT,10001100114
32586610501,ALEVE TABLET 24CT,10001100114
32586610503,ALEVE TABLET 50CT,10001100114
8770142751,GNP IBUPROFEN 200MG SODIUM TABLET 20CT,10001100114
87701427510,GNP IBUPROFEN 200MG SODIUM TABLET 20CT,10001100114
7003013135,GS IBUPROFEN CAPLETS/ADVIL JD OBS,10001100114
7003013165,GS IBUPROFEN CAPLETS/ADVIL JD OBS,10001100114
7003013512,GS IBUPROFEN CAPLETS/ADVIL JD OBS,10001100114
84603600085,GS IBUPROFEN LIQUID GELS 20CT JDEOBS,10001100114
84603600086,GS IBUPROFEN LIQUID GELS 40 CT JDEOBS,10001100114
7003013207,GS IBUPROFEN TABS/ADVIL JD OBS,10001100114
7003013997,GS IBUPROFEN TABS/ADVIL JD OBS,10001100114
30113436871,GS NAPROXEN SODIUM CAPL/ALEVE JD OBS,10001100114
30113436862,GS NAPROXEN SODIUM CAPL/ALEVE24CT JDEOBS,10001100114
30573016902,LIQUI GELS,10001100114
30045048101,MOTRIN IB CAPLET 100CT,10001100114
30045048102,MOTRIN IB CPL 50,10001100114
30045040912,MOTRIN IB LIQUID GELS 120CT,10001100114
30045040920,MOTRIN IB LIQUID GELS 20CT,10001100114
30045040980,MOTRIN IB LIQUID GELS 80CT,10001100114
30045048152,MOTRIN IB UD 50'SX2/CT JDEOBS,10001100114
30573015489,ADVIL DISPENSER TABLET 50X2PK,10001100115
30573015041,ADVIL TABLET BONUS 100+25CT,10001100115
85558600022,MIGRELIEF CAPLET 60CT,10001100115
30045048103,MOTRIN IB CAPLET 24CT,10001100115
30045048162,MOTRIN IB CPL 225,10001100115
30603026329,Q-PAP 325 MG TAB 100,10001100115
30573016443,ADVIL PM CAPLET 120CT,10001100116
30573016420,ADVIL PM CAPLET 20CT,10001100116
30573016430,ADVIL PM CAPLET 40CT,10001100116
30573016440,ADVIL PM CAPLET 80CT,10001100116
30573016725,ADVIL PM LIQUIGEL 20CT 200MG,10001100116
30573016743,ADVIL PM LIQUIGEL 40CT,10001100116
30573016755,ADVIL PM LIQUIGEL 80CT,10001100116
32586655308,ALEVE PM 80CT CAPLETS,10001100116
32586656028,ALEVE PM ARTHRITIS SOFT GRIP CAP 40CT,10001100116
32586656029,ALEVE PM ARTHRITIS SOFT GRIP CAP 80CT,10001100116
32586655306,ALEVE PM CAPLET 20CT,10001100116
32586655307,ALEVE PM CAPLET 40CT,10001100116
30536101506,APAP-DIPH 500-25 MG TAB 50,10001100116
31284355538,BAYER PM CAPLET 40CT,10001100116
30067205691,EXCEDRIN PM CAPLET 100CT,10001100116
4203710295,GOODYS POWDER PM PAIN SLEEP 16CT,10001100116
2140649050,LEGATRIN PM 500MG CAPLET 50CT,10001100116
30045056320,MOTRIN PM TABLET 20CT,10001100116
30045056340,MOTRIN PM TABLET 40CT,10001100116
30045056380,MOTRIN PM TABLET 80CT,10001100116
30045048224,TYLENOL PM EXTRA STR CAPLET 24CT,10001100116
30045017624,TYLENOL PM EXTRA STR GELTAB 24CT,10001100116
30045048211,TYLENOL PM EXTRA STRENGTH CAPLET 100CT,10001100116
30045048225,TYLENOL PM EXTRA STRENGTH CAPLET 24CT,10001100116
30696904404,ARNICARE ARTHRITIS PAIN TAB 60CT BOIRON,10001100117
30696905904,ARNICARE PAIN RELIEF TABLET 60CT BOIRON,10001100117
78765142067,AZO CRANBERRY TABLET 50CT,10001100117
78765130152,AZO STANDARD TABLET 30CT,10001100117
78765112253,AZO STANDARD TABLET MAX STRENGTH 12CT,10001100117
7295953028,BACKAID TABLET MAX ASPIRIN FREE 28CT,10001100117
66756000200,BE KOOOL ADULT MIGRAINE GEL SHEET 4CT,10001100117
88941141065,CYSTEX CRANBERRY COMPLEX LIQUID 7.6OZ,10001100117
88947651476,CYSTEX CRANBERRY COMPLEX LIQUID 7.6OZ,10001100117
88947651240,CYSTEX PLUS URINARY PAIN RELIEF TAB 40CT,10001100117
88941154510,CYSTEX URINARY PAIN RELIEF TABLET 100CT,10001100117
88941154504,CYSTEX URINARY PAIN RELIEF TABLET 40CT,10001100117
84964808224,DOANS ERXTRA STRENGTH CAPLETS 24CT,10001100117
30083023588,DOANS EXTRA STRENGTH CAPLET 24CT,10001100117
89062800003,GELSTAT MIGRN RELF SUBLNG SOL 4X2 ML,10001100117
35497302291,HYLAND ARNICAID TAB  50,10001100117
35497330841,HYLANDS ARNICA 30X TABLET 50CT,10001100117
35497329568,HYLANDS LEG CRAMP CAPLET 40CT,10001100117
35497330931,HYLANDS LEG CRAMP PM TABLET 50CT,10001100117
35497329562,HYLANDS LEG CRAMP TABLET 100CT,10001100117
35497329561,HYLANDS LEG CRAMP TABLET 50CT JDEOBS,10001100117
35497331142,HYLANDS LEG CRAMPS CAPLET 40CT,10001100117
35497330131,HYLANDS MIGRN RELIEF TAB 60,10001100117
18890111001,NATURELIEF PAIN RELIEF TABLET 30CT,10001100117
37513721210,PERCOGESIC BACK PAIN CAPLET 48CT,10001100117
78764710103,TRAUMEEL TABLET 300MG 100CT,10001100117
78764785202,T-RELIEF VALUE PACK OINT 2OZ & TAB 100CT,10001100117
7295901042,URICALM INTENSIVE PAIN RELIEF CAPLT 28CT,10001100117
7295941028,URICALM MAX 28CT TABLET,10001100117
36373696101,URISTAT 95MG TABS 36 EA,10001100117
31074201565,WELLPATCH MIGRAINE 4CT,10001100117
31074201570,WELLPATCH MIGRAINE COOLING PATCH 4CT,10001100117
31284310112,BAYER ASPIRIN 325 MG TAB 100,10001100118
8770140043,GNP ACET ARTH ER CPL 100,10001100118
8770140316,GNP APAP 500 MG EZ CPL 150,10001100118
8770141096,GNP APAP 500 MG TAB 100,10001100118
8770142570,GNP APAP 500 MG X/S CAP N/CRC 60CT,10001100118
8770142571,GNP APAP 500MG CAP 100CT,10001100118
8770142706,GNP APAP 500MG FAST RELSE CAPLET 100CT,10001100118
8770140900,GNP APAP 650 MG 8HR ER CPL 100,10001100118
8770140899,GNP APAP 650 MG 8HR ER CPL 50,10001100118
8770140514,GNP APAP ARTH 650 MG CPL 100,10001100118
8770141149,GNP APAP ARTH 650 MG CPL 200,10001100118
8770140513,GNP APAP ARTH 650 MG CPL 50,10001100118
8770142722,GNP APAP CHILD DYE FREE CHERRY SUP 4OZ,10001100118
8770142703,GNP APAP CHILD MULTI SYM COLD GRAPE 4OZ,10001100118
8770140568,GNP APAP FAST RELEAS GCP 100,10001100118
8770140567,GNP APAP FAST RELEAS GCP 24,10001100118
8770141097,GNP APAP PM 500 MG CPL 50,10001100118
87701426865,GNP APAP PM CAPLET 500MG 50CT,10001100118
8770140667,GNP APAP PM FAST RELASE GCP 40,10001100118
8770130766,GNP ASPIR ADT 81 MG L/D TAB 36,10001100118
8770141774,GNP ASPIRIN 325 MG EC TAB 500,10001100118
8770109415,GNP ASPIRIN 325 MG TAB 300,10001100118
8770153929,GNP ASPIRIN 81 MG EC TAB 300,10001100118
8770141245,GNP ASPIRIN 81MG CHERRY CHW 2X36,10001100118
8770140836,GNP ASPIRIN 81MG LD ADL TAB 120,10001100118
8770140838,GNP ASPIRIN 81MG LD TAB 180,10001100118
8770141247,GNP ASPIRIN 81MG ORANGE CHW 2X36,10001100118
8770191009,GNP ASPIRIN CHRY CHEW TAB 36,10001100118
8770190060,GNP ASPIRIN EC TAB 125,10001100118
8770140309,GNP ASPIRIN EC TAB 300,10001100118
8770196390,GNP ASPIRIN L/CT N/CRC TAB 100,10001100118
8770142650,GNP ASPIRIN TAB 325MG 300CT,10001100118
8770142651,GNP ASPIRIN THIN COAT N/CRC 325MG 100CT,10001100118
8770179215,GNP ASPRN LD CHEW 81MG TAB 36,10001100118
8770141177,GNP HEADACHE PM TAB 50,10001100118
8770141119,GNP HEADACHE XS RELIEF CAPLET 100,10001100118
8770189898,GNP IBUPROFEN 200 MG CPL 100,10001100118
8770189897,GNP IBUPROFEN 200 MG CPL 50,10001100118
8770174944,GNP IBUPROFEN 200 MG LGL 40,10001100118
8770174943,GNP IBUPROFEN 200 MG LGL 80,10001100118
8770175606,GNP IBUPROFEN 200 MG TAB 100,10001100118
8770191676,GNP IBUPROFEN 200 MG TAB 100,10001100118
87701916762,GNP IBUPROFEN 200 MG TAB 100,10001100118
8770190003,GNP IBUPROFEN 200 MG TAB 50,10001100118
8770140306,GNP IBUPROFEN 200M BRN EZ TAB 250,10001100118
8770140305,GNP IBUPROFEN 200M ORG EZ CPL 225,10001100118
8770142518,GNP IBUPROFEN 200MG TRAVEL SIZE 12X8CT,10001100118
8770140193,GNP IBUPROFEN BOGO 2X100 TAB 200,10001100118
8770141773,GNP IBUPROFEN BRN TAB 500,10001100118
8770141344,GNP IBUPROFEN BRWN TAB BONUS 500+50 FREE,10001100118
8770175605,GNP IBUPROFEN CAP 200MG CPL 100,10001100118
8770140540,GNP IBUPROFEN PM 200MG CPL 20,10001100118
8770140541,GNP IBUPROFEN PM 200MG CPL 40,10001100118
8770141243,GNP IBUPROFEN PM WHITE CPL 20,10001100118
87701412431,GNP IBUPROFEN PM WHITE CPL 20,10001100118
8770141175,GNP MIGRAINE CAP 50,10001100118
8770130773,GNP MIGRAINE CPL 100,10001100118
8770182673,GNP NAPROXEN 220 MG,10001100118
8770183985,GNP NAPROXEN 220 MG CAPLET,10001100118
8770152394,GNP NAPROXEN 220 MG CPL 100,10001100118
8770140307,GNP NAPROXEN 220 MG EZ CPL 200,10001100118
8770152393,GNP NAPROXEN 220 MG TABLET 100CT,10001100118
8770140689,GNP NAPROXEN 220MG SGC 20,10001100118
8770140690,GNP NAPROXEN 220MG SGC 40,10001100118
8770142700,GNP NAPROXEN SODIUM 200MG CAPLET 100CT,10001100118
8770142701,GNP NAPROXEN SODIUM 200MG CAPLET 50CT,10001100118
8770142619,GNP NAPROXEN SODIUM 220MG SOFTGEL 20CT,10001100118
87701426193,GNP NAPROXEN SODIUM 220MG SOFTGEL 20CT,10001100118
8770142620,GNP NAPROXEN SODIUM 220MG SOFTGEL 40CT,10001100118
8770197945,GNP NON ASP X/S CPL 100,10001100118
8770190058,GNP NON-ASPRN 325 MG TAB 100,10001100118
8770141772,GNP NON-ASPRN X/S CPL 500,10001100118
8770164932,GNP NON-ASPRN X/S N/CRC CPL 50,10001100118
8770140053,GNP PAIN REL 100+ 100BNS CPL 200,10001100118
8770140140,GNP PAIN RELF X/S EZ TAB 50,10001100118
8770142519,GNP PAIN RELIEF 500MG TRIAL 12X8CT,10001100118
8770141321,GNP SINUS & COLD-D 10CT 220MG,10001100118
8770140534,GNP URIN HLTH VITC CRNBRY TAB 50,10001100118
8770140623,GNP URINARY MAX PN/RLF TAB 12,10001100118
8770142721,GNP URINARY PAIN RELIEF 30CT,10001100118
87701427213,GNP URINARY PAIN RELIEF 30CT,10001100118
30113041678,GOODSENSE ASPIRIN 325MG TABLET 100CT,10001100118
7003013608,GOODSENSE ASPIRIN 81MG CHEW 36CT,10001100118
84603600188,GS ENTERIC ASP LOW DOSE/BAYER120CT JDOBS,10001100118
37003014581,GS MIGRAINE RELIEF/EXCEDRN CPL 24 JDEOBS,10001100118
30182166211,ACETAMIN 120 MG SUP 12,10001100119
34580273230,ACETAMIN 120MG SUPPOSITORY 12CT PER,10001100119
30904198516,ACETAMIN 160MG/5ML ELIXIR 16OZ MAJ,10001100119
35789690101,ACETAMIN 325MG TABLET 100CT GERI-CARE,10001100119
83786400101,ACETAMIN 325MG TABLET 100CT PLUS PHARMA,10001100119
536322201,ACETAMIN 325MG TABLET 100CT WATSON,10001100119
30536322201,ACETAMIN 325MG TABLET 100CT WATSON,10001100119
35789622110,ACETAMIN 500MG CAPLET 1000CT GERI-CARE,10001100119
35789622101,ACETAMIN 500MG CAPLET 100CT GERI-CARE,10001100119
30904198880,ACETAMIN 500MG TAB 1000 DS ONC,10001100119
35789620101,ACETAMIN 500MG TABLET 100CT GERI-CARE,10001100119
536321801,ACETAMIN 500MG TABLET 100CT WAT,10001100119
30536323101,ACETAMIN 500MG TABLET 100CT WATSON,10001100119
34580273030,ACETAMIN 650MG SUPPOSITORY 12CT PER,10001100119
30713011812,ACETAMINOPHEN 120 MG SUP 12 UD,10001100119
30713016412,ACETAMINOPHEN 325 MG SUP 12 UD,10001100119
30713016450,ACETAMINOPHEN 325 MG SUP 50 UD,10001100119
30713016512,ACETAMINOPHEN 650 MG SUP 12 UD,10001100119
30121478121,ACETAMINOPHEN 650 MG SUS 40X20.3 ML UD,10001100119
30536105429,ASPIRIN 325MG 100 TABS,10001100119
30536105305,ASPIRIN 325MG 500 TABS,10001100119
30603016921,ASPIRIN 325MG EC TABLET 100CT QLT,10001100119
30536331301,ASPIRIN 325MG EC TABLET ORANGE 100CT WAT,10001100119
35789692101,ASPIRIN 325MG ENTERIC TAB 100CT GERI-CAR,10001100119
30904200960,ASPIRIN 325MG TAB 100/BTL DS ONC,10001100119
30904201559,ASPIRIN 325MG TRI-BUFFERED TAB 100CT MAJ,10001100119
35789609010,ASPIRIN 325MG UNCOAT TAB 100CT GERI-CARE,10001100119
30904628889,ASPIRIN 81 MG CHW 90,10001100119
35789691136,ASPIRIN 81MG CHEW ORANGE 36CT GER-CARE,10001100119
30904404073,ASPIRIN 81MG CHEW ORNAGE 36CT MAJ,10001100119
30904770480,ASPIRIN 81MG EC TABLET 1000CT MAJOR,10001100119
30603002632,ASPIRIN 81MG EC TABLET 1000CT QLT,10001100119
4329256016,ASPIRIN 81MG EC TABLET 120CT MAGNO,10001100119
30904770418,ASPIRIN 81MG EC TABLET 120CT MAJOR,10001100119
30603002622,ASPIRIN 81MG EC TABLET 120CT QLT,10001100119
30904770470,ASPIRIN 81MG EC TABLET 250CT MAJOR,10001100119
30904201360,ASPIRIN EC 5GR UBX TAB 100,10001100119
30182103901,IBUPROFEN 200 MG BRN TAB 100,10001100119
30904532324,IBUPROFEN 200MG CAPLET 25CT MAJOR,10001100119
30904791259,IBUPROFEN 200MG CAPLET BROWN 100CT MAJOR,10001100119
30904791251,IBUPROFEN 200MG CAPLET BROWN 50CT MAJOR,10001100119
35789694101,IBUPROFEN 200MG TAB BROWN 100CT GERI-CAR,10001100119
30904791559,IBUPROFEN 200MG TAB BROWN 100CT MAJOR,10001100119
30904791524,IBUPROFEN 200MG TAB BROWN 24CT MAJOR,10001100119
30904791570,IBUPROFEN 200MG TAB BROWN 250CT MAJOR,10001100119
30904791540,IBUPROFEN 200MG TAB BROWN 500CT MAJOR,10001100119
30904791580,IBUPROFEN 200MG TABLET 1000CT MAJOR,10001100119
30904791459,IBUPROFEN 200MG TABLET WHITE 100CT MAJOR,10001100119
30904791451,IBUPROFEN 200MG TABLET WHITE 50CT MAJOR,10001100119
30904546335,IBUPROFEN CHILD SUSP DROP BERRY 15ML MAJ,10001100119
35789638124,LOPERAMIDE GCP 2MG TAB 24,10001100119
30904198360,MAPAP ACETAM 500 MG UNB CPL 100,10001100119
30904198251,MAPAP ACETAMIN 325MG TAB 50CT BOXED MAJ,10001100119
30904198260,MAPAP ACETAMIN 325MG TABLET 100CT MAJ,10001100119
30904198359,MAPAP ACETAMIN 500MG CAPLET 100CT MAJ,10001100119
30904198324,MAPAP ACETAMIN 500MG CAPLET 24CT MAJOR,10001100119
30904198340,MAPAP ACETAMIN 500MG CAPLET 500CT MAJ,10001100119
30904581660,MAPAP ACETAMIN 500MG GELCAP 100CT MAJOR,10001100119
30904198859,MAPAP ACETAMIN 500MG TAB 100CT BOXED MAJ,10001100119
30904198860,MAPAP ACETAMIN 500MG TABLET 100CT MAJ,10001100119
30904765151,MAPAP ACETAMIN PM 500/25MG CAPLET 50CT,10001100119
30904576960,MAPAP ARTHRITIS 650MG TABLET 100CT MAJ,10001100119
30536109306,NAPROXEN 220MG CAP 50,10001100119
30536102206,NAPROXEN SOD 220 MG CPL 50,10001100119
30904513559,PAIN RELIEVER PLUS TABLET 100CT MAJOR,10001100119
30536360330,RUGBY IBUPROFEN 200MG CAPS,10001100119
4116705840,ASPERCREME LIDOCAINE PATCH 5CT,10001200122
7430008149,BENGAY PATCH ULTRA STRENGTH LARGE 4CT,10001200122
7430008150,BENGAY PATCH ULTRA STRENGTH REGULAR 5CT,10001200122
2837374983,BEYOND BODI HEAT PADS 3PK,10001200122
78070790120,CORALITE COLD PAIN RELIEF STK 24X2OZ PUC,10001200122
78070790150,CORALITE PAIN RELIEF PATCH,10001200122
66756001100,CURA HEAT BACK/SHOULDER PACK 3CT,10001200122
78070790132,GL-CAPSAICIN HEAT PATCH,10001200122
78070790153,HOT/COLD MEDICATED PATCH 2CT,10001200122
4116708050,ICY HOT ADVANCED PAIN RELIEF PATCH 4CT,10001200122
4116700832,ICY HOT BACK PATCH 12CT,10001200122
4116700843,ICY HOT BACK PATCH 5CT,10001200122
